,Name,Cost,Protein (g),Calories,Fat (g),Servings,Preparation Time (m),Health Score,Gluten Free,Vegetarian,Dairy Free,name lower,Food Type,Meat Type
405,Turkey Pot Pie,0.38257575757575757,0.21904761904761905,0.2200677131425054,0.12844036697247707,0.05084745762711865,0.061068702290076333,0.2857142857142857,False,False,False,turkey pot pie,Dessert,Vegetarian
406,Barbecue Chicken Cauliflower Couscous Bowls,0.365530303030303,0.21904761904761905,0.131425053862727,0.0764525993883792,0.01694915254237288,0.061068702290076333,0.3968253968253968,True,False,False,barbecue chicken cauliflower couscous bowls,Poultry,Meat
407,Zucchini Flutes Piped With Basil Ricotta Mousse,0.1818181818181818,0.13333333333333333,0.0680209295167744,0.05198776758409786,0.01694915254237288,0.061068702290076333,0.1746031746031746,True,False,False,zucchini flutes piped with basil ricotta mousse,Comfort,Vegetarian
408,Hot Crab Dip,0.2518939393939394,0.09523809523809523,0.08464142813173284,0.07951070336391437,0.01694915254237288,0.061068702290076333,0.031746031746031744,False,False,False,hot crab dip,Seafood,Meat
409,Brown sugar & Spice Sugar cookie frogs,0.017045454545454544,0.01904761904761905,0.03570329332102185,0.01834862385321101,0.23728813559322035,0.061068702290076333,0.0,False,True,False,brown sugar & spice sugar cookie frogs,Dessert,Vegetarian
410,Dark Shadows Baileys Chocolate Cheesecake Brownies,0.17045454545454544,0.05714285714285714,0.1298861188057864,0.08868501529051988,0.11864406779661017,0.061068702290076333,0.031746031746031744,False,False,False,dark shadows baileys chocolate cheesecake brownies,Dessert,Vegetarian
411,White chocolate-cranberry ice cream,0.26515151515151514,0.05714285714285714,0.1283471837488458,0.0856269113149847,0.03389830508474576,0.061068702290076333,0.031746031746031744,True,False,False,white chocolate-cranberry ice cream,Dessert,Vegetarian
412,White cake with marzipan and almonds,0.16666666666666666,0.05714285714285714,0.13204062788550322,0.07339449541284404,0.06779661016949153,0.061068702290076333,0.031746031746031744,False,True,False,white cake with marzipan and almonds,Dessert,Vegetarian
414,Lamb and Fresh Goat Cheese Roulade,0.365530303030303,0.1619047619047619,0.11080332409972299,0.10091743119266056,0.03389830508474576,0.061068702290076333,0.1746031746031746,True,False,False,lamb and fresh goat cheese roulade,Beef,Meat
415,"Honeyed Bacon"" Baklava",0.3352272727272727,0.0761904761904762,0.11757463835026162,0.09174311926605505,0.1864406779661017,0.061068702290076333,0.031746031746031744,False,False,False,"honeyed bacon"" baklava",Pork,Meat
416,Hot Artichoke Crab Dip,0.46022727272727276,0.1523809523809524,0.25884887657740846,0.25076452599388377,0.01694915254237288,0.061068702290076333,0.09523809523809523,True,False,False,hot artichoke crab dip,Seafood,Meat
417,Poached Prawns with Fettuccine and French String Beans,0.5189393939393939,0.3047619047619048,0.14219759926131118,0.05504587155963303,0.01694915254237288,0.061068702290076333,0.1746031746031746,False,False,False,poached prawns with fettuccine and french string beans,Seafood,Meat
418,Baby Beet Salad,0.1799242424242424,0.02857142857142857,0.03693444136657433,0.021406727828746176,0.03389830508474576,0.061068702290076333,1.0,True,True,True,baby beet salad,Salad/Fruit,Vegetarian
419,Pear-ginger upside-down cake,0.13446969696969696,0.05714285714285714,0.09602954755309326,0.03058103975535168,0.0847457627118644,0.061068702290076333,0.031746031746031744,False,True,False,pear-ginger upside-down cake,Dessert,Vegetarian
420,Roasted Mediterranean Vegetable Soup,0.34848484848484845,0.02857142857142857,0.049553708833487226,0.03058103975535168,0.03389830508474576,0.061068702290076333,0.19047619047619047,True,False,True,roasted mediterranean vegetable soup,Veggies/Beans,Vegetarian
421,Oreo Hazelnut and Banana Cheesecake,0.1856060606060606,0.05714285714285714,0.12403816558941212,0.09785932721712538,0.06779661016949153,0.45038167938931295,0.015873015873015872,False,False,False,oreo hazelnut and banana cheesecake,Dessert,Vegetarian
422,Grilled Zucchini with Goat Cheese and Balsamic-Honey Syrup,0.4753787878787878,0.0761904761904762,0.07971683594952293,0.04281345565749235,0.0,0.061068702290076333,0.42857142857142855,True,True,False,grilled zucchini with goat cheese and balsamic-honey syrup,Comfort,Vegetarian
423,Elk Sliders With Pancetta Bacon and Smoked Mozzarella,0.6534090909090909,0.20952380952380953,0.1046475838719606,0.045871559633027525,0.05084745762711865,0.061068702290076333,0.15873015873015872,False,False,False,elk sliders with pancetta bacon and smoked mozzarella,Pork,Meat
424,Cranberry Orange Banana Bread,0.028409090909090908,0.01904761904761905,0.027393044013542627,0.0030581039755351682,0.13559322033898305,0.10687022900763359,0.047619047619047616,False,True,True,cranberry orange banana bread,Grain/Pasta/Starch,Vegetarian
425,Bacalhau Macau,0.37689393939393934,0.41904761904761906,0.15112342259156664,0.0581039755351682,0.01694915254237288,0.061068702290076333,0.36507936507936506,False,False,False,bacalhau macau,Seafood,Meat
426,Best Chicken Parmesan,0.48863636363636365,0.5333333333333333,0.20837180670975686,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.3968253968253968,False,False,False,best chicken parmesan,Poultry,Meat
427,Tart Raspberry Sorbet with a Hint of Heat,0.10984848484848483,0.0,0.008310249307479225,0.0,0.03389830508474576,0.061068702290076333,0.06349206349206349,True,True,True,tart raspberry sorbet with a hint of heat,Dessert,Vegetarian
428,Chocolate Hazelnut Mousse,0.20454545454545456,0.047619047619047616,0.17851646660510925,0.1437308868501529,0.01694915254237288,0.061068702290076333,0.047619047619047616,False,False,False,chocolate hazelnut mousse,Dessert,Vegetarian
430,Strawberry Tart,0.7178030303030303,0.06666666666666667,0.2563865804863035,0.12538226299694188,0.01694915254237288,0.061068702290076333,0.12698412698412698,False,True,False,strawberry tart,Dessert,Vegetarian
431,Almond Coffee Cupcakes with Kahlua Liqueur,0.2083333333333333,0.01904761904761905,0.08187134502923976,0.03669724770642202,0.03389830508474576,0.061068702290076333,0.0,False,False,False,almond coffee cupcakes with kahlua liqueur,Dessert,Vegetarian
432,Shrimp and Cucumber Lettuce Wraps With Fresh Dill,0.13825757575757575,0.05714285714285714,0.007694675284702986,0.0,0.05084745762711865,0.061068702290076333,0.047619047619047616,True,False,True,shrimp and cucumber lettuce wraps with fresh dill,Seafood,Meat
433,Breakfast: Waffles,0.11931818181818181,0.12380952380952381,0.14342874730686364,0.05504587155963303,0.01694915254237288,0.061068702290076333,0.1111111111111111,False,True,False,breakfast: waffles,Breakfast,Vegetarian
434,Bourbon Street Beignets,0.011363636363636364,0.009523809523809525,0.024007386888273315,0.009174311926605505,0.4915254237288136,0.061068702290076333,0.0,False,True,False,bourbon street beignets,Dessert,Vegetarian
435,Peanut Butter and Jelly Smoothie,0.17424242424242423,0.17142857142857143,0.1538935056940597,0.10397553516819572,0.0,0.061068702290076333,0.5238095238095238,True,False,True,peanut butter and jelly smoothie,Beverage,Vegetarian
436,Vegan Dirty Chai Pudding,0.3579545454545454,0.047619047619047616,0.09602954755309326,0.0672782874617737,0.03389830508474576,0.061068702290076333,0.47619047619047616,True,False,True,vegan dirty chai pudding,Dessert,Vegetarian
437,Turkey and Rice Stuffed Acorn Squash,0.5265151515151515,0.2761904761904762,0.12311480455524777,0.03058103975535168,0.03389830508474576,0.061068702290076333,0.8571428571428571,False,False,True,turkey and rice stuffed acorn squash,Poultry,Meat
438,Sardine Croquettes (Croquetas De Sardinas),0.05113636363636364,0.047619047619047616,0.03447214527546937,0.012232415902140673,0.1016949152542373,0.061068702290076333,0.047619047619047616,False,False,False,sardine croquettes (croquetas de sardinas),Seafood,Meat
439,Allergy-Free Thin Mints,0.0,0.0,0.0012311480455524776,0.0,0.7966101694915254,0.061068702290076333,0.0,True,False,True,allergy-free thin mints,Dessert,Vegetarian
440,Moroccan kofte and sausage stew,0.3181818181818182,0.2,0.1203447214527547,0.09785932721712538,0.05084745762711865,0.061068702290076333,0.12698412698412698,True,False,True,moroccan kofte and sausage stew,Pork,Meat
441,Chicken Piccata with Artichokes,0.5284090909090909,0.34285714285714286,0.17174515235457063,0.07033639143730887,0.03389830508474576,0.061068702290076333,0.4444444444444444,False,False,False,chicken piccata with artichokes,Poultry,Meat
442,Cinnamon Sugar Fried Apples,0.04924242424242424,0.01904761904761905,0.032317636195752536,0.009174311926605505,0.11864406779661017,0.08396946564885496,0.015873015873015872,False,True,False,cinnamon sugar fried apples,Dessert,Vegetarian
443,Creamy Porcini Mushroom Polenta,0.31249999999999994,0.08571428571428572,0.07694675284702986,0.04281345565749235,0.03389830508474576,0.061068702290076333,0.031746031746031744,True,False,False,creamy porcini mushroom polenta,Veggies/Beans,Vegetarian
444,Crabby Corn Chowder,0.8655303030303031,0.2571428571428571,0.16682056017236072,0.09174311926605505,0.03389830508474576,0.061068702290076333,0.38095238095238093,False,False,False,crabby corn chowder,Seafood,Meat
445,Chicken Ranch Burgers,0.1856060606060606,0.41904761904761906,0.1061865189289012,0.04281345565749235,0.00847457627118644,0.030534351145038167,0.6507936507936508,False,False,True,chicken ranch burgers,Poultry,Meat
446,Vegetarian Chinese Pot Stickers,0.01893939393939394,0.009523809523809525,0.0052323791935980305,0.0030581039755351682,0.1864406779661017,0.061068702290076333,0.031746031746031744,False,False,True,vegetarian chinese pot stickers,Veggies/Beans,Vegetarian
447,Ground Turkey Stuffed Peppers,0.5719696969696969,0.3238095238095238,0.14558325638658048,0.05198776758409786,0.01694915254237288,0.061068702290076333,0.5873015873015873,True,False,False,ground turkey stuffed peppers,Poultry,Meat
448,Strawberry Cheesecake Chocolate Crepes,0.31249999999999994,0.1523809523809524,0.19236688211757463,0.1162079510703364,0.01694915254237288,0.05343511450381679,0.14285714285714285,False,True,False,strawberry cheesecake chocolate crepes,Dessert,Vegetarian
449,Stuffed Pork Tenderloin with Marsala-Port Sauce,0.9753787878787878,0.9142857142857143,0.23730378578024008,0.0672782874617737,0.01694915254237288,0.061068702290076333,0.7142857142857143,True,False,False,stuffed pork tenderloin with marsala-port sauce,Pork,Meat
450,Baked Rigatoni With Sausage,0.553030303030303,0.4095238095238095,0.255155432440751,0.13149847094801223,0.03389830508474576,0.061068702290076333,0.7777777777777778,False,False,False,baked rigatoni with sausage,Pork,Meat
451,Authentic Biscochitos,0.1837121212121212,0.10476190476190476,0.20867959372114497,0.0061162079510703364,0.01694915254237288,0.061068702290076333,0.1111111111111111,False,True,True,authentic biscochitos,Poultry,Meat
452,Simple Skillet Lasagna,0.4583333333333333,0.3238095238095238,0.24653739612188366,0.14067278287461774,0.025423728813559324,0.04580152671755725,0.6349206349206349,False,False,False,simple skillet lasagna,Grain/Pasta/Starch,Vegetarian
453,"Broccoli Cheddar Soup, A Panera Bread Co. Copycat",0.3636363636363636,0.24761904761904763,0.18251769775315482,0.14067278287461774,0.01694915254237288,0.061068702290076333,0.3968253968253968,False,True,False,"broccoli cheddar soup, a panera bread co. copycat",Veggies/Beans,Vegetarian
454,Grilled Lemon Garlic Artichokes,0.2102272727272727,0.02857142857142857,0.05755617112957833,0.05504587155963303,0.01694915254237288,0.061068702290076333,0.2698412698412698,True,True,True,grilled lemon garlic artichokes,Veggies/Beans,Vegetarian
455,Grilled Garlicky-Herbed Shrimp,0.2121212121212121,0.06666666666666667,0.057863958140966454,0.0581039755351682,0.01694915254237288,0.061068702290076333,0.14285714285714285,True,False,True,grilled garlicky-herbed shrimp,Seafood,Meat
456,Cheesy Chicken and Rice Casserole,0.32575757575757575,0.2,0.12219144352108341,0.08256880733944955,0.03389830508474576,0.08396946564885496,0.14285714285714285,True,False,False,cheesy chicken and rice casserole,Poultry,Meat
457,Black Bean and Peppers Taco Filling,0.09659090909090909,0.047619047619047616,0.03200984918436442,0.009174311926605505,0.05084745762711865,0.061068702290076333,0.5555555555555556,True,True,True,black bean and peppers taco filling,Veggies/Beans,Vegetarian
458,Avocado Chocolate Bits Frozen Yogurt,0.4431818181818181,0.13333333333333333,0.21175746383502617,0.1162079510703364,0.01694915254237288,0.061068702290076333,0.1746031746031746,True,False,False,avocado chocolate bits frozen yogurt,Dessert,Vegetarian
459,Moroccan Lemon Shish Kebabs,0.10984848484848483,0.11428571428571428,0.020006155740227762,0.009174311926605505,0.05084745762711865,0.061068702290076333,0.06349206349206349,True,False,True,moroccan lemon shish kebabs,Beef,Meat
460,Shrimp pasta with white wine tomato cream sauce,0.5587121212121212,0.3142857142857143,0.15912588488765775,0.027522935779816515,0.01694915254237288,0.061068702290076333,0.3333333333333333,False,False,False,shrimp pasta with white wine tomato cream sauce,Seafood,Meat
461,Pasta with Peas and Italian Sausage,0.24621212121212122,0.18095238095238095,0.17328408741151125,0.03669724770642202,0.01694915254237288,0.061068702290076333,0.30158730158730157,False,False,False,pasta with peas and italian sausage,Pork,Meat
462,Garlic-Butter Naan,0.07386363636363637,0.09523809523809523,0.13881194213604187,0.0672782874617737,0.01694915254237288,0.061068702290076333,0.1111111111111111,False,True,False,garlic-butter naan,Grain/Pasta/Starch,Vegetarian
463,Chicken Enchilada Chowder,0.4166666666666667,0.2857142857142857,0.14496768236380425,0.05504587155963303,0.03389830508474576,0.061068702290076333,0.2698412698412698,True,False,False,chicken enchilada chowder,Poultry,Meat
464,Fudgy chocolate cream cheese brownies with Baileys,0.25378787878787873,0.06666666666666667,0.17482302246845183,0.10397553516819572,0.05084745762711865,0.061068702290076333,0.031746031746031744,False,False,False,fudgy chocolate cream cheese brownies with baileys,Dessert,Vegetarian
465,Homemade Broccoli Cheddar Soup,0.5909090909090909,0.20952380952380953,0.18805786395814098,0.13761467889908258,0.01694915254237288,0.061068702290076333,0.8253968253968254,True,False,False,homemade broccoli cheddar soup,Veggies/Beans,Vegetarian
466,Double Chocolate Milo Pancakes,0.09659090909090909,0.10476190476190476,0.14650661742074483,0.07951070336391437,0.0,0.061068702290076333,0.07936507936507936,False,True,False,double chocolate milo pancakes,Dessert,Vegetarian
467,World’s Greatest Lasagna Roll Ups,0.2518939393939394,0.20952380952380953,0.12588488765774083,0.04892966360856269,0.13559322033898305,0.16030534351145037,0.15873015873015872,False,False,False,world’s greatest lasagna roll ups,Grain/Pasta/Starch,Vegetarian
468,Nutella Stuffed French Toast,0.13825757575757575,0.08571428571428572,0.10218528778085564,0.05504587155963303,0.0,0.061068702290076333,0.047619047619047616,False,True,False,nutella stuffed french toast,Breakfast,Vegetarian
469,Fall Fruit Compote,0.12121212121212122,0.009523809523809525,0.03631886734379809,0.009174311926605505,0.05084745762711865,0.061068702290076333,0.0,True,True,False,fall fruit compote,Dessert,Vegetarian
470,Rice Krispie Treats and Christmas,0.28787878787878785,0.0380952380952381,0.19790704832256079,0.06422018348623854,0.00847457627118644,0.061068702290076333,0.0,False,False,False,rice krispie treats and christmas,Dessert,Vegetarian
472,Gluten Free Yellow Cake And Cupcakes,0.09848484848484848,0.02857142857142857,0.07910126192674669,0.05504587155963303,0.1864406779661017,0.061068702290076333,0.0,True,True,False,gluten free yellow cake and cupcakes,Dessert,Vegetarian
473,Breaded Shrimp and Spicy Mayo Appetizer,0.11363636363636363,0.09523809523809523,0.0729455216989843,0.024464831804281346,0.01694915254237288,0.022900763358778626,0.07936507936507936,False,False,True,breaded shrimp and spicy mayo appetizer,Seafood,Meat
474,Chia Seed Pudding,0.28409090909090906,0.0380952380952381,0.03970452446906741,0.01834862385321101,0.00847457627118644,0.061068702290076333,0.07936507936507936,True,False,True,chia seed pudding,Dessert,Vegetarian
475,Savory Slow Roasted Tomatoes with Filet of Anchovy,0.12689393939393936,0.02857142857142857,0.01569713758079409,0.012232415902140673,0.01694915254237288,0.061068702290076333,0.31746031746031744,True,False,True,savory slow roasted tomatoes with filet of anchovy,Veggies/Beans,Vegetarian
476,Chive and dill muffins,0.06628787878787878,0.05714285714285714,0.052016004924592185,0.021406727828746176,0.06779661016949153,0.061068702290076333,0.031746031746031744,False,True,False,chive and dill muffins,Breakfast,Vegetarian
477,"Watermelon Salad with Feta, Walnut & Nigella Seeds",0.34659090909090906,0.09523809523809523,0.09879963065558633,0.06422018348623854,0.03389830508474576,0.030534351145038167,0.30158730158730157,True,True,False,"watermelon salad with feta, walnut & nigella seeds",Salad/Fruit,Vegetarian
478,Easy Instant Pot Beef Tips and Rice,0.7613636363636362,0.5047619047619047,0.11542012927054478,0.03363914373088685,0.01694915254237288,0.03816793893129771,0.7777777777777778,True,False,True,easy instant pot beef tips and rice,Beef,Meat
479,"Cod with tomatoes, olives and polenta",0.6249999999999999,0.23809523809523808,0.10926438904278239,0.0581039755351682,0.01694915254237288,0.061068702290076333,0.6825396825396826,True,False,True,"cod with tomatoes, olives and polenta",Seafood,Meat
480,PB Cup Stuffed Brownie Bites,0.06818181818181819,0.02857142857142857,0.04093567251461988,0.021406727828746176,0.4915254237288136,0.061068702290076333,0.015873015873015872,False,False,True,pb cup stuffed brownie bites,Dessert,Vegetarian
481,Julia Child's Coq au Vin,0.6988636363636364,0.29523809523809524,0.18682671591258848,0.12538226299694188,0.03389830508474576,0.061068702290076333,0.20634920634920634,True,False,False,julia child's coq au vin,Beef,Meat
482,Pork with Blueberry Sauce,0.6742424242424242,0.2761904761904762,0.0920283164050477,0.039755351681957186,0.01694915254237288,0.061068702290076333,0.5555555555555556,True,False,True,pork with blueberry sauce,Pork,Meat
483,Peri Peri Chicken and Savoury Rice,0.26325757575757575,0.38095238095238093,0.19390581717451524,0.1529051987767584,0.03389830508474576,0.061068702290076333,0.1746031746031746,True,False,True,peri peri chicken and savoury rice,Poultry,Meat
484,Nutella Crepes and Ice Cream,0.19886363636363635,0.10476190476190476,0.19267466912896275,0.0764525993883792,0.03389830508474576,0.061068702290076333,0.1111111111111111,False,False,False,nutella crepes and ice cream,Dessert,Vegetarian
485,Decadent Black Forest Cake,0.07765151515151515,0.009523809523809525,0.05847953216374269,0.03363914373088685,0.15254237288135594,0.061068702290076333,0.0,False,False,False,decadent black forest cake,Dessert,Vegetarian
486,Mediterranean eggplants,0.615530303030303,0.2857142857142857,0.2046783625730994,0.1437308868501529,0.01694915254237288,0.061068702290076333,0.3968253968253968,False,False,False,mediterranean eggplants,Breakfast,Vegetarian
487,Sweet & Spicy White Cheddar Cheese Ball W/apples & Bacon,0.08143939393939394,0.047619047619047616,0.033548784241305016,0.03363914373088685,0.1864406779661017,0.061068702290076333,0.015873015873015872,True,False,False,sweet & spicy white cheddar cheese ball w/apples & bacon,Pork,Meat
488,Mushroom Crepes with Vegetarian Sauce,0.1875,0.06666666666666667,0.048938134810710986,0.01529051987767584,0.05084745762711865,0.061068702290076333,0.19047619047619047,False,True,False,mushroom crepes with vegetarian sauce,Dessert,Vegetarian
489,"Turkey Sausage, Chard & Sweet Potato Breakfast Scramble",0.4242424242424242,0.3047619047619048,0.14096645121575868,0.09785932721712538,0.0,0.061068702290076333,0.4444444444444444,True,False,True,"turkey sausage, chard & sweet potato breakfast scramble",Pork,Meat
490,Chocolate Almond Bark,0.17234848484848483,0.0380952380952381,0.06401969836872884,0.05198776758409786,0.05084745762711865,0.061068702290076333,0.047619047619047616,True,False,True,chocolate almond bark,Dessert,Vegetarian
491,Quick and Easy Southwestern Corn Chowder,0.30871212121212116,0.1619047619047619,0.08987380732533087,0.03669724770642202,0.03389830508474576,0.061068702290076333,0.1111111111111111,True,False,False,quick and easy southwestern corn chowder,Soup,Vegetarian
493,"Toasted"" Agnolotti (or Ravioli)",0.3617424242424242,0.3904761904761905,0.29301323484148967,0.0856269113149847,0.0,0.061068702290076333,0.1746031746031746,False,False,True,"toasted"" agnolotti (or ravioli)",Grain/Pasta/Starch,Vegetarian
494,Vegan Pumpkin Pie Butter Cups,0.11363636363636363,0.02857142857142857,0.052016004924592185,0.03669724770642202,0.11864406779661017,0.061068702290076333,0.015873015873015872,False,False,True,vegan pumpkin pie butter cups,Dessert,Vegetarian
495,All American Sloppy Joes,0.3371212121212121,0.23809523809523808,0.15204678362573099,0.0856269113149847,0.01694915254237288,0.061068702290076333,0.19047619047619047,False,False,True,all american sloppy joes,Beef,Meat
496,Roasted Brussels Sprouts With Red Onions and Pancetta,0.34848484848484845,0.0761904761904762,0.050784856879039705,0.03058103975535168,0.025423728813559324,0.061068702290076333,0.31746031746031744,False,False,True,roasted brussels sprouts with red onions and pancetta,Pork,Meat
497,Cranberry and Orange Juice Spareribs,0.47348484848484845,0.49523809523809526,0.28654970760233917,0.22935779816513763,0.01694915254237288,0.31297709923664124,0.38095238095238093,True,False,True,cranberry and orange juice spareribs,Pork,Meat
498,Easy Chicken Tandoori,0.2803030303030303,0.18095238095238095,0.07971683594952293,0.045871559633027525,0.0847457627118644,0.061068702290076333,0.19047619047619047,True,False,False,easy chicken tandoori,Poultry,Meat
499,Vanilla Panna Cotta with Chocolate Ganache,0.12689393939393936,0.009523809523809525,0.0,0.0030581039755351682,0.05084745762711865,0.061068702290076333,0.015873015873015872,True,False,False,vanilla panna cotta with chocolate ganache,Dessert,Vegetarian
500,Vanilla Bean Melting Moment Cookies With Caramel Filling,0.11553030303030302,0.047619047619047616,0.12157586949830718,0.0764525993883792,0.06779661016949153,0.061068702290076333,0.015873015873015872,False,True,False,vanilla bean melting moment cookies with caramel filling,Dessert,Vegetarian
501,Couscous with olives,0.26704545454545453,0.06666666666666667,0.08925823330255463,0.04281345565749235,0.01694915254237288,0.061068702290076333,0.2698412698412698,False,True,True,couscous with olives,Grain/Pasta/Starch,Vegetarian
502,Balsamic-Honey Chicken Drumsticks,0.20265151515151517,0.17142857142857143,0.0886426592797784,0.03058103975535168,0.05084745762711865,0.061068702290076333,0.06349206349206349,True,False,True,balsamic-honey chicken drumsticks,Poultry,Meat
503,Party Rice Balls,0.026515151515151512,0.02857142857142857,0.01692828562634657,0.0061162079510703364,0.1864406779661017,0.061068702290076333,0.015873015873015872,False,False,False,party rice balls,Grain/Pasta/Starch,Vegetarian
504,Honey Nut Raspberry Baked Oatmeal,0.1856060606060606,0.06666666666666667,0.07171437365343182,0.021406727828746176,0.00847457627118644,0.061068702290076333,0.36507936507936506,True,True,False,honey nut raspberry baked oatmeal,Breakfast,Vegetarian
505,Moroccan Chicken Tagine,0.240530303030303,0.1523809523809524,0.06617420744844568,0.021406727828746176,0.03389830508474576,0.061068702290076333,0.36507936507936506,False,False,True,moroccan chicken tagine,Poultry,Meat
506,Sweet Corn Pudding,0.3977272727272727,0.13333333333333333,0.19205909510618652,0.1620795107033639,0.06779661016949153,0.061068702290076333,0.09523809523809523,False,True,False,sweet corn pudding,Dessert,Vegetarian
507,Sugared Pecans Gift Idea & Silhouette America Promotion,0.45265151515151514,0.06666666666666667,0.19759926131117267,0.1651376146788991,0.03389830508474576,0.0916030534351145,0.2698412698412698,True,True,True,sugared pecans gift idea & silhouette america promotion,Dessert,Vegetarian
508,Neiman Marcus Oatmeal Chocolate Chip Cookies,0.043560606060606064,0.01904761904761905,0.041243459526008004,0.024464831804281346,0.9322033898305084,0.061068702290076333,0.0,False,False,False,neiman marcus oatmeal chocolate chip cookies,Dessert,Vegetarian
509,Quick Chicken Enchilada Soup,0.3617424242424242,0.26666666666666666,0.14558325638658048,0.05198776758409786,0.01694915254237288,0.061068702290076333,0.25396825396825395,True,False,False,quick chicken enchilada soup,Poultry,Meat
511,Strawberry Banana Stuffed Pancakes,0.21590909090909088,0.09523809523809523,0.05355493998153278,0.0030581039755351682,0.0,0.03816793893129771,0.2698412698412698,False,True,False,strawberry banana stuffed pancakes,Dessert,Vegetarian
512,Mascarpone & Ricotta Cheese Cake,0.20265151515151517,0.10476190476190476,0.1569713758079409,0.10703363914373089,0.06779661016949153,0.061068702290076333,0.031746031746031744,False,True,False,mascarpone & ricotta cheese cake,Dessert,Vegetarian
514,Bacon Brownie Cupcakes,0.19507575757575757,0.10476190476190476,0.15327793167128348,0.11314984709480122,0.03389830508474576,0.061068702290076333,0.09523809523809523,False,False,False,bacon brownie cupcakes,Dessert,Vegetarian
515,Crispy Pineapple Fritters,0.05303030303030303,0.02857142857142857,0.032933210218528776,0.009174311926605505,0.0847457627118644,0.061068702290076333,0.031746031746031744,False,False,False,crispy pineapple fritters,Dessert,Vegetarian
516,"Linguine with Prawns, Fresh Tomatoes and Spinach",0.7367424242424242,0.3904761904761905,0.22437673130193905,0.07033639143730887,0.01694915254237288,0.061068702290076333,0.5555555555555556,False,False,False,"linguine with prawns, fresh tomatoes and spinach",Seafood,Meat
517,Guinness and Brats,0.23484848484848483,0.13333333333333333,0.10710987996306556,0.06422018348623854,0.01694915254237288,0.07633587786259542,0.20634920634920634,False,False,True,guinness and brats,Pork,Meat
519,Coconut Almond Cheesecake,0.3787878787878788,0.14285714285714285,0.2788550323176362,0.1926605504587156,0.05084745762711865,0.061068702290076333,0.12698412698412698,False,False,False,coconut almond cheesecake,Dessert,Vegetarian
520,Authentic Bolognese Sauce,0.42992424242424243,0.21904761904761905,0.1425053862726993,0.10703363914373089,0.05084745762711865,0.061068702290076333,0.12698412698412698,True,False,False,authentic bolognese sauce,Poultry,Meat
521,4 Ingredient Raw Peanut Butter Chocolate Cups,0.11931818181818181,0.08571428571428572,0.07694675284702986,0.05198776758409786,0.0847457627118644,0.061068702290076333,0.09523809523809523,True,True,True,4 ingredient raw peanut butter chocolate cups,Dessert,Vegetarian
522,Rice and Peas with Coconut Curry Mackerel,0.4507575757575757,0.29523809523809524,0.18805786395814098,0.10397553516819572,0.01694915254237288,0.061068702290076333,0.8412698412698413,True,False,True,rice and peas with coconut curry mackerel,Seafood,Meat
523,Easy Parmesan Knots,0.03409090909090909,0.02857142857142857,0.05170821791320406,0.03669724770642202,0.06779661016949153,0.061068702290076333,0.015873015873015872,False,False,False,easy parmesan knots,Grain/Pasta/Starch,Vegetarian
524,Saffron Chicken Tikka,0.26515151515151514,0.23809523809523808,0.04493690366266544,0.012232415902140673,0.00847457627118644,0.061068702290076333,0.19047619047619047,True,False,False,saffron chicken tikka,Poultry,Meat
525,Grandma Inez's Pineapple Pie,0.14583333333333334,0.0380952380952381,0.11665127731609726,0.04281345565749235,0.03389830508474576,0.061068702290076333,0.015873015873015872,False,True,False,grandma inez's pineapple pie,Dessert,Vegetarian
526,Falafel Burgers,0.35227272727272724,0.21904761904761905,0.213911972914743,0.10703363914373089,0.01694915254237288,0.061068702290076333,0.6507936507936508,False,True,True,falafel burgers,Veggies/Beans,Vegetarian
527,Crispy Italian Cauliflower Poppers Appetizer,0.37310606060606055,0.2,0.14127423822714683,0.05198776758409786,0.01694915254237288,0.061068702290076333,0.49206349206349204,False,False,False,crispy italian cauliflower poppers appetizer,Dessert,Vegetarian
528,Instant Pot Hawaiian Chicken,0.4375,0.19047619047619047,0.11203447214527547,0.009174311926605505,0.01694915254237288,0.01984732824427481,0.23809523809523808,True,False,True,instant pot hawaiian chicken,Poultry,Meat
529,Mint Chocolate Chip Ice Cream,0.75,0.21904761904761905,0.5604801477377654,0.3944954128440367,0.0,0.061068702290076333,0.31746031746031744,True,False,False,mint chocolate chip ice cream,Dessert,Vegetarian
530,Chocolate Soup For Two,0.43560606060606055,0.2,0.26469682979378273,0.11926605504587157,0.0,0.015267175572519083,0.2222222222222222,True,False,False,chocolate soup for two,Dessert,Vegetarian
531,One Bowl Jalapeno Cheddar Cornbread,0.13636363636363635,0.12380952380952381,0.15820252385349337,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.07936507936507936,False,True,False,one bowl jalapeno cheddar cornbread,Grain/Pasta/Starch,Vegetarian
532,"Guf"" Danish Ice Cream Topping",0.06818181818181819,0.01904761904761905,0.017851646660510926,0.0,0.01694915254237288,0.061068702290076333,0.031746031746031744,True,True,True,"guf"" danish ice cream topping",Dessert,Vegetarian
533,Green Monster Ice Pops,0.13636363636363635,0.01904761904761905,0.029547553093259463,0.01834862385321101,0.03389830508474576,0.26717557251908397,0.4126984126984127,True,False,True,green monster ice pops,Dessert,Vegetarian
