,Name,Cost,Protein (g),Calories,Fat (g),Servings,Preparation Time (m),Health Score,Gluten Free,Vegetarian,Dairy Free,name lower,Food Type,Meat Type
127,Chapchae (Korean Stir-Fried Noodles),0.3882575757575757,0.047619047619047616,0.11819021237303785,0.045871559633027525,0.01694915254237288,0.061068702290076333,0.6666666666666666,False,True,True,chapchae (korean stir-fried noodles),Grain/Pasta/Starch,Vegetarian
128,Pasta e Fagioli (Pasta and Beans),0.11363636363636363,0.0761904761904762,0.05355493998153278,0.01834862385321101,0.03389830508474576,0.061068702290076333,0.14285714285714285,False,False,False,pasta e fagioli (pasta and beans),Veggies/Beans,Vegetarian
129,Pan Seared Lamb Loin With Chimichurri & Roasted Trio Squash Salad With Goat Cheese and Pinenuts,0.7178030303030303,0.2,0.1474299784549092,0.13149847094801223,0.01694915254237288,0.061068702290076333,0.3968253968253968,True,False,True,pan seared lamb loin with chimichurri & roasted trio squash salad with goat cheese and pinenuts,Beef,Meat
130,Chocolate-Date Cake with Chocolate Sticky Toffee Glaze,0.17045454545454544,0.02857142857142857,0.08310249307479224,0.04281345565749235,0.16101694915254236,0.061068702290076333,0.015873015873015872,False,False,False,chocolate-date cake with chocolate sticky toffee glaze,Dessert,Vegetarian
131,Apple Roasted Pork Loin,0.6628787878787878,0.4857142857142857,0.1535857186826716,0.05198776758409786,0.03389830508474576,0.061068702290076333,0.6984126984126984,True,False,True,apple roasted pork loin,Pork,Meat
132,Dark Chocolate Cinnamon Easter Eggnog,0.2575757575757575,0.09523809523809523,0.1994459833795014,0.12232415902140673,0.01694915254237288,0.061068702290076333,0.06349206349206349,True,False,False,dark chocolate cinnamon easter eggnog,Dessert,Vegetarian
133,Chorizo and Beef Quinoa Stuffed Pepper,0.6912878787878788,0.5714285714285714,0.26715912588488766,0.1651376146788991,0.01694915254237288,0.03816793893129771,0.4444444444444444,True,False,False,chorizo and beef quinoa stuffed pepper,Beef,Meat
135,Easy Cheesy Garlic Bread,0.15719696969696967,0.09523809523809523,0.07232994767620807,0.03058103975535168,0.05084745762711865,0.015267175572519083,0.09523809523809523,False,False,False,easy cheesy garlic bread,Grain/Pasta/Starch,Vegetarian
136,Chicken Verde Enchilada Casserole,0.4223484848484848,0.3238095238095238,0.14558325638658048,0.07339449541284404,0.03389830508474576,0.061068702290076333,0.20634920634920634,True,False,False,chicken verde enchilada casserole,Poultry,Meat
137,Gluten Free Almond Blueberry Coffee Cake,0.12121212121212122,0.05714285714285714,0.08771929824561403,0.03363914373088685,0.05084745762711865,0.08396946564885496,0.031746031746031744,True,True,False,gluten free almond blueberry coffee cake,Dessert,Vegetarian
138,Crockpot Chicken and Dumplings,0.3333333333333333,0.26666666666666666,0.09756848261003385,0.04892966360856269,0.03389830508474576,0.061068702290076333,0.15873015873015872,False,False,False,crockpot chicken and dumplings,Poultry,Meat
139,Easy Cheesy Pizza Casserole,0.5624999999999999,0.3904761904761905,0.2188365650969529,0.13149847094801223,0.03389830508474576,0.061068702290076333,0.3492063492063492,False,False,False,easy cheesy pizza casserole,Grain/Pasta/Starch,Vegetarian
140,Three Ingredient Frozen Pina Colada,0.3996212121212121,0.01904761904761905,0.09449061249615266,0.024464831804281346,0.00847457627118644,0.0,0.1111111111111111,True,True,True,three ingredient frozen pina colada,Beverage,Vegetarian
141,Chewy Gingersnaps,0.07954545454545454,0.009523809523809525,0.02277623884272084,0.01529051987767584,0.6186440677966102,0.061068702290076333,0.09523809523809523,False,True,False,chewy gingersnaps,Dessert,Vegetarian
142,Lick-Your-Plate Amazing Tiramisu,0.20454545454545456,0.0761904761904762,0.08064019698368728,0.045871559633027525,0.05084745762711865,0.061068702290076333,0.047619047619047616,False,False,True,lick-your-plate amazing tiramisu,Dessert,Vegetarian
143,Light Greek Lemon Chicken Orzo Soup,0.4412878787878788,0.24761904761904763,0.08156355801785165,0.012232415902140673,0.05084745762711865,0.03816793893129771,0.4126984126984127,False,False,True,light greek lemon chicken orzo soup,Poultry,Meat
144,"My ""Secret"" Bolognese Sauce",0.515151515151515,0.2761904761904762,0.15143120960295475,0.10091743119266056,0.0847457627118644,0.061068702290076333,0.31746031746031744,True,False,True,"my ""secret"" bolognese sauce",Dip/Sauce,Vegetarian
145,Lemon and Strawberry Loaf,0.09090909090909091,0.047619047619047616,0.09449061249615266,0.045871559633027525,0.05084745762711865,0.061068702290076333,0.015873015873015872,False,True,False,lemon and strawberry loaf,Dessert,Vegetarian
146,Sweet Florida Orange Breakfast Bread,0.07954545454545454,0.0380952380952381,0.10218528778085564,0.039755351681957186,0.11864406779661017,0.061068702290076333,0.015873015873015872,False,True,False,sweet florida orange breakfast bread,Grain/Pasta/Starch,Vegetarian
147,Easter Nest Sweet Cake With Sour Cream-Royal Icing and Pistachios,0.1799242424242424,0.047619047619047616,0.10433979686057249,0.04892966360856269,0.05084745762711865,0.04580152671755725,0.07936507936507936,False,True,False,easter nest sweet cake with sour cream-royal icing and pistachios,Dessert,Vegetarian
148,Turkish Baharat Meatballs with Lentil Pilaf,0.3049242424242424,0.17142857142857143,0.15512465373961218,0.08256880733944955,0.05084745762711865,0.061068702290076333,0.2857142857142857,False,False,True,turkish baharat meatballs with lentil pilaf,Veggies/Beans,Vegetarian
149,Classic Greek Moussaka,0.8295454545454545,0.4,0.2548476454293629,0.15902140672782875,0.01694915254237288,0.061068702290076333,0.5714285714285714,False,False,False,classic greek moussaka,Beef,Meat
150,Shrimp and Lemongrass Soup,0.31060606060606055,0.08571428571428572,0.03385657125269314,0.009174311926605505,0.01694915254237288,0.061068702290076333,0.3492063492063492,True,False,True,shrimp and lemongrass soup,Seafood,Meat
151,Mini Nutella Cheesecakes,0.08901515151515152,0.01904761904761905,0.06001846722068329,0.039755351681957186,0.1864406779661017,0.3053435114503817,0.0,False,True,False,mini nutella cheesecakes,Dessert,Vegetarian
152,Classic Buttermilk Pie,0.08143939393939394,0.0380952380952381,0.08248691905201601,0.04892966360856269,0.06779661016949153,0.10687022900763359,0.015873015873015872,False,True,False,classic buttermilk pie,Dessert,Vegetarian
154,Chicken with Grape Tomatoes and Mushrooms,0.5606060606060606,0.3142857142857143,0.07510003077870114,0.03363914373088685,0.01694915254237288,0.061068702290076333,0.42857142857142855,True,False,True,chicken with grape tomatoes and mushrooms,Poultry,Meat
155,"Cake with lemon, rosewater and pistachios",0.12310606060606058,0.05714285714285714,0.09849184364419822,0.0581039755351682,0.0847457627118644,0.061068702290076333,0.07936507936507936,False,True,False,"cake with lemon, rosewater and pistachios",Dessert,Vegetarian
156,Spicy Cilantro Pesto,0.0625,0.009523809523809525,0.02616189596799015,0.03058103975535168,0.03389830508474576,0.061068702290076333,0.031746031746031744,True,True,True,spicy cilantro pesto,Dip/Sauce,Vegetarian
157,"Stir Fry Mushrooms In Butter, Garlic And White Wine",0.178030303030303,0.02857142857142857,0.03262542320714066,0.027522935779816515,0.01694915254237288,0.061068702290076333,0.07936507936507936,True,False,False,"stir fry mushrooms in butter, garlic and white wine",Veggies/Beans,Vegetarian
158,Flank Steak with Herbed Salsa,0.4962121212121212,0.23809523809523808,0.0886426592797784,0.06116207951070336,0.01694915254237288,0.061068702290076333,0.6507936507936508,True,False,True,flank steak with herbed salsa,Dessert,Vegetarian
159,Homemade Creamy Ramen Soup,0.2935606060606061,0.02857142857142857,0.0714065866420437,0.01529051987767584,0.01694915254237288,0.061068702290076333,0.1111111111111111,False,False,True,homemade creamy ramen soup,Soup,Vegetarian
160,Brownie Coffins,0.09848484848484848,0.047619047619047616,0.1061865189289012,0.0672782874617737,0.025423728813559324,0.061068702290076333,0.015873015873015872,False,False,False,brownie coffins,Dessert,Vegetarian
161,Guinness Braised Corned Beef and Cabbage,0.5492424242424242,0.2857142857142857,0.16251154201292706,0.07033639143730887,0.03389830508474576,0.061068702290076333,1.0,False,False,True,guinness braised corned beef and cabbage,Beef,Meat
162,Sweet and Sticky Chicken Strips,0.37689393939393934,0.3047619047619048,0.24807633117882424,0.08256880733944955,0.01694915254237288,0.04122137404580153,0.19047619047619047,False,False,False,sweet and sticky chicken strips,Poultry,Meat
163,Baked Caramel Custard,0.13636363636363635,0.11428571428571428,0.07325330871037242,0.0030581039755351682,0.03389830508474576,0.061068702290076333,0.14285714285714285,True,False,False,baked caramel custard,Dessert,Vegetarian
164,Southwest Egg Rolls with Cilantro Lime Pesto,0.03598484848484848,0.01904761904761905,0.018159433671899046,0.0061162079510703364,0.0847457627118644,0.061068702290076333,0.14285714285714285,False,False,True,southwest egg rolls with cilantro lime pesto,Grain/Pasta/Starch,Vegetarian
165,Snap Pea and Green Bean Salad with Arugula Pesto,0.4223484848484848,0.11428571428571428,0.1317328408741151,0.11009174311926606,0.03389830508474576,0.061068702290076333,0.7301587301587301,True,True,False,snap pea and green bean salad with arugula pesto,Veggies/Beans,Vegetarian
166,Crawfish Cake Sliders,0.10606060606060605,0.08571428571428572,0.05170821791320406,0.01834862385321101,0.05084745762711865,0.061068702290076333,0.031746031746031744,False,False,True,crawfish cake sliders,Dessert,Vegetarian
167,Herb Roasted Chicken,0.22348484848484845,0.2,0.1268082486919052,0.09785932721712538,0.03389830508474576,0.35877862595419846,0.06349206349206349,True,False,False,herb roasted chicken,Poultry,Meat
168,Chocolate Asparagus Bundt Cake,0.15530303030303028,0.05714285714285714,0.0855647891658972,0.05198776758409786,0.0847457627118644,0.061068702290076333,0.07936507936507936,False,True,True,chocolate asparagus bundt cake,Dessert,Vegetarian
169,Gluten Free Fruit Stuffed Turkey Breast with Hibiscus Sauce,0.8049242424242424,0.44761904761904764,0.14127423822714683,0.03363914373088685,0.01694915254237288,0.061068702290076333,0.42857142857142855,True,False,False,gluten free fruit stuffed turkey breast with hibiscus sauce,Poultry,Meat
170,Easy Baked Pork Chop,0.5965909090909091,0.5619047619047619,0.15574022776238844,0.0856269113149847,0.00847457627118644,0.061068702290076333,0.42857142857142855,True,False,True,easy baked pork chop,Pork,Meat
171,Crab and Shrimp Burgers With Garlic Grits Fries,0.3314393939393939,0.19047619047619047,0.10249307479224377,0.03363914373088685,0.05084745762711865,0.061068702290076333,0.19047619047619047,False,False,False,crab and shrimp burgers with garlic grits fries,Seafood,Meat
172,Chicken Porridge,0.40530303030303033,0.26666666666666666,0.11665127731609726,0.01834862385321101,0.01694915254237288,0.061068702290076333,0.42857142857142855,True,False,True,chicken porridge,Poultry,Meat
173,Cinnamon Eggless Coffee Cake,0.10227272727272725,0.047619047619047616,0.11141889812249924,0.05504587155963303,0.03389830508474576,0.061068702290076333,0.015873015873015872,False,True,False,cinnamon eggless coffee cake,Dessert,Vegetarian
174,Grilled Chicken Banh Mi,0.48484848484848486,0.26666666666666666,0.1440443213296399,0.04281345565749235,0.03389830508474576,0.061068702290076333,0.2698412698412698,False,False,True,grilled chicken banh mi,Poultry,Meat
175,Green Chili Cheddar Dip (Guest Post),0.38257575757575757,0.2,0.19113573407202217,0.17737003058103976,0.0,0.061068702290076333,0.09523809523809523,True,True,False,green chili cheddar dip (guest post),Soup,Vegetarian
176,Tortellini In Brodo,0.07575757575757576,0.0380952380952381,0.017851646660510926,0.0061162079510703364,0.03389830508474576,0.061068702290076333,0.015873015873015872,False,False,False,tortellini in brodo,Grain/Pasta/Starch,Vegetarian
177,Easy Key Lime Pie,0.17613636363636362,0.05714285714285714,0.1440443213296399,0.09785932721712538,0.05084745762711865,0.061068702290076333,0.015873015873015872,False,True,False,easy key lime pie,Dessert,Vegetarian
178,Easy Onion Cheese Rounds,0.03977272727272727,0.02857142857142857,0.04863034779932287,0.03669724770642202,0.05084745762711865,0.061068702290076333,0.031746031746031744,False,False,False,easy onion cheese rounds,Comfort,Vegetarian
179,Slow Cooker Chicken and Dumplings,0.26704545454545453,0.19047619047619047,0.15574022776238844,0.0856269113149847,0.03389830508474576,0.00916030534351145,0.14285714285714285,False,False,False,slow cooker chicken and dumplings,Poultry,Meat
180,Spicy Seasoned Loaded Guacamole,0.16666666666666666,0.01904761904761905,0.04863034779932287,0.045871559633027525,0.01694915254237288,0.061068702290076333,0.3333333333333333,True,True,True,spicy seasoned loaded guacamole,Dip/Sauce,Vegetarian
181,Cheesy Cowboy Quesadillas,0.240530303030303,0.24761904761904763,0.15143120960295475,0.08256880733944955,0.01694915254237288,0.007633587786259542,0.1746031746031746,True,False,False,cheesy cowboy quesadillas,Comfort,Vegetarian
182,Valentine's Chicken Marsala,0.5075757575757576,0.12380952380952381,0.16497383810403202,0.06422018348623854,0.00847457627118644,0.061068702290076333,0.06349206349206349,False,False,False,valentine's chicken marsala,Poultry,Meat
183,"Broccoli Rabe with Tomatoes, Anchovies & Spaghetti",0.3844696969696969,0.29523809523809524,0.17943982763927363,0.03669724770642202,0.01694915254237288,0.061068702290076333,0.9841269841269841,False,False,False,"broccoli rabe with tomatoes, anchovies & spaghetti",Veggies/Beans,Vegetarian
184,Easy Banana Pudding,0.4166666666666667,0.12380952380952381,0.21852877808556478,0.07951070336391437,0.025423728813559324,0.061068702290076333,0.1111111111111111,False,True,False,easy banana pudding,Dessert,Vegetarian
185,Fried Asparagus,0.3428030303030303,0.1619047619047619,0.09910741766697445,0.03363914373088685,0.00847457627118644,0.061068702290076333,0.2857142857142857,False,False,False,fried asparagus,Veggies/Beans,Vegetarian
186,Cheesecake with cranberries,0.2575757575757575,0.05714285714285714,0.16251154201292706,0.1345565749235474,0.06779661016949153,0.061068702290076333,0.015873015873015872,False,False,False,cheesecake with cranberries,Dessert,Vegetarian
187,Asian Shrimp Stir-Fry,0.5018939393939393,0.23809523809523808,0.0634041243459526,0.027522935779816515,0.01694915254237288,0.061068702290076333,0.15873015873015872,True,False,True,asian shrimp stir-fry,Seafood,Meat
188,Baked Scallops With Parma Ham,0.21969696969696967,0.11428571428571428,0.04309018159433672,0.024464831804281346,0.03389830508474576,0.061068702290076333,0.14285714285714285,False,False,True,baked scallops with parma ham,Seafood,Meat
189,"Easy Chicken, Kielbasa and Shrimp Paella",0.4431818181818181,0.3238095238095238,0.12157586949830718,0.03058103975535168,0.05084745762711865,0.061068702290076333,0.25396825396825395,True,False,True,"easy chicken, kielbasa and shrimp paella",Seafood,Meat
190,"fresh corn, roasted tomato & pickled garlic pizza with cornmeal crust",0.6231060606060606,0.18095238095238095,0.22591566635887966,0.09480122324159021,0.01694915254237288,0.061068702290076333,0.8253968253968254,False,False,False,"fresh corn, roasted tomato & pickled garlic pizza with cornmeal crust",Veggies/Beans,Vegetarian
191,Zucchini Chicken Omelette,0.12878787878787876,0.12380952380952381,0.06063404124345952,0.04892966360856269,0.0,0.061068702290076333,0.06349206349206349,True,False,True,zucchini chicken omelette,Poultry,Meat
192,Chocolate Banoffee Pie,0.3996212121212121,0.10476190476190476,0.2600800246229609,0.1529051987767584,0.05084745762711865,0.35877862595419846,0.1111111111111111,False,False,False,chocolate banoffee pie,Dessert,Vegetarian
194,Pink Lemonade Crinkle Cookies,0.0946969696969697,0.047619047619047616,0.19883040935672514,0.08868501529051988,0.025423728813559324,0.061068702290076333,0.015873015873015872,False,True,False,pink lemonade crinkle cookies,Dessert,Vegetarian
195,Brownie Cheesecake,0.20265151515151517,0.05714285714285714,0.15727916281932902,0.11314984709480122,0.0847457627118644,0.061068702290076333,0.015873015873015872,False,False,False,brownie cheesecake,Dessert,Vegetarian
196,Curried Cauliflower Gratin,0.2935606060606061,0.05714285714285714,0.09233610341643583,0.07951070336391437,0.03389830508474576,0.061068702290076333,0.14285714285714285,False,False,False,curried cauliflower gratin,Veggies/Beans,Vegetarian
197,S'more Bars,0.14015151515151514,0.0380952380952381,0.16743613419513698,0.07339449541284404,0.05084745762711865,0.061068702290076333,0.0,False,False,False,s'more bars,Dessert,Vegetarian
